sample_id,exercise_type,form_quality,form_score,num_frames,risk_factors,recommendations,hip_angle_mean,hip_angle_std,knee_angle_mean,knee_angle_std,ankle_angle_mean,ankle_angle_std,back_angle_mean,back_angle_std,shoulder_angle_mean,shoulder_angle_std,landmarks_file,labels_file,elbow_angle_mean,elbow_angle_std,wrist_angle_mean,wrist_angle_std,hip_angle_front_mean,hip_angle_front_std,knee_angle_front_mean,knee_angle_front_std,hip_angle_back_mean,hip_angle_back_std,knee_angle_back_mean,knee_angle_back_std
21,squat,excellent,97.56384551269788,30,,,131.59156371039882,37.619755486986314,132.26648122293096,36.73465853068531,79.43444166832052,8.172059009271356,-0.35723164335028695,1.9952432037088745,45.39561360433288,1.8633683221842927,datasets/biomechanics/annotations/sample_000021.npy,datasets/biomechanics/annotations/sample_000021.json,,,,,,,,,,,,
22,squat,excellent,90.71304388323418,30,,,132.3973252597862,36.40951031950689,131.9507242840635,37.35081433697236,79.40575407590663,8.506513320624867,0.7392731982902468,1.8779174028420276,44.766046203109326,1.6930477396262646,datasets/biomechanics/annotations/sample_000022.npy,datasets/biomechanics/annotations/sample_000022.json,,,,,,,,,,,,
23,squat,excellent,97.93722234785213,30,,,131.9962384051454,37.19073931700531,132.18566764462034,36.734485298766444,79.03797261019234,8.520778711418203,-0.22378295333527728,2.1081153713210825,45.21799576806703,1.5040651517158963,datasets/biomechanics/annotations/sample_000023.npy,datasets/biomechanics/annotations/sample_000023.json,,,,,,,,,,,,
24,squat,excellent,92.14242438629466,30,,,131.68065452941693,37.36639960122224,132.34633875511935,36.49256663547121,79.50528114628725,9.21090712521338,-0.14018368184483035,1.694273682378997,45.712012910655524,1.8819471113249528,datasets/biomechanics/annotations/sample_000024.npy,datasets/biomechanics/annotations/sample_000024.json,,,,,,,,,,,,
25,squat,excellent,99.66638008516193,30,,,132.03460670072997,37.3217333190227,132.36205164969735,37.06209551508668,79.17794432488343,8.453348010458418,-0.17276614541662483,2.135754499787672,45.18558843775192,2.1813175757199734,datasets/biomechanics/annotations/sample_000025.npy,datasets/biomechanics/annotations/sample_000025.json,,,,,,,,,,,,
26,squat,excellent,95.32773582220419,30,,,132.1441242893419,36.99355079681306,131.63959135042168,36.98382338675499,79.76204666965019,8.601231856019197,0.42175794920169973,1.9039136582106568,45.39002613006474,1.7056856915752976,datasets/biomechanics/annotations/sample_000026.npy,datasets/biomechanics/annotations/sample_000026.json,,,,,,,,,,,,
27,squat,excellent,92.86063326840306,30,,,132.88144467232993,36.929206046614674,132.20542603453254,37.3890205318206,79.85673379999236,8.489526826473936,-0.5702556351890635,1.8102843845182142,45.09386912330873,1.4244468544103743,datasets/biomechanics/annotations/sample_000027.npy,datasets/biomechanics/annotations/sample_000027.json,,,,,,,,,,,,
28,squat,excellent,94.10913742209665,30,,,132.20400297329672,36.98747540422896,132.14516322229125,36.86711883268206,79.83316597958061,8.733590280590407,-0.06217386975019488,2.265627526447415,45.09231844739149,2.0367938877442917,datasets/biomechanics/annotations/sample_000028.npy,datasets/biomechanics/annotations/sample_000028.json,,,,,,,,,,,,
29,squat,excellent,90.5968839486018,30,,,133.1376142408537,37.405026290349284,132.29790449716924,37.01925126421269,79.69439409519318,8.655756643526315,-0.2358054342589132,1.5745750079061551,45.47062492711578,1.9220812954203623,datasets/biomechanics/annotations/sample_000029.npy,datasets/biomechanics/annotations/sample_000029.json,,,,,,,,,,,,
30,squat,excellent,92.6745977457087,30,,,132.43144824935936,36.59234330431705,133.01124965770657,36.37171619601697,79.65612804133714,8.48054049109303,0.050502937741953184,1.7389505199393454,45.505977486468346,2.146115062470163,datasets/biomechanics/annotations/sample_000030.npy,datasets/biomechanics/annotations/sample_000030.json,,,,,,,,,,,,
31,squat,excellent,96.48064567467664,30,,,132.4422798414086,36.95864435425051,131.8128886675456,37.692215230363395,79.38803477191072,7.865989194621424,0.5201393036982994,1.736212534911605,45.31133732332975,1.6456243986960357,datasets/biomechanics/annotations/sample_000031.npy,datasets/biomechanics/annotations/sample_000031.json,,,,,,,,,,,,
32,squat,excellent,96.9783419735166,30,,,132.2311007353715,36.98288150439913,132.7108732802239,36.7604710382344,79.75844754221927,9.034280085367536,0.49574473281082576,1.9481353531624972,45.08283624247454,1.8127516426434471,datasets/biomechanics/annotations/sample_000032.npy,datasets/biomechanics/annotations/sample_000032.json,,,,,,,,,,,,
33,squat,excellent,97.167740727245,30,,,132.52235731902087,37.15202845809771,132.1903159105191,36.97608021536934,79.76124607625654,8.81034902443283,0.6372051850711352,1.9221100369450774,45.08044826992586,2.440030295113736,datasets/biomechanics/annotations/sample_000033.npy,datasets/biomechanics/annotations/sample_000033.json,,,,,,,,,,,,
34,squat,excellent,91.54143332004993,30,,,132.82610580129523,36.641838937138395,132.60952284498129,37.36546547323546,79.06287646811779,8.243359492348079,0.11820597906592042,1.7430186504902756,45.418322149802385,1.6231160015530817,datasets/biomechanics/annotations/sample_000034.npy,datasets/biomechanics/annotations/sample_000034.json,,,,,,,,,,,,
35,squat,excellent,95.87189080562962,30,,,132.64663402427624,37.093116114674906,132.8677619477325,36.9604567833227,79.42779943413333,7.849044567502572,0.6207312789962651,2.328971613771199,44.879467994774146,2.2125374018142736,datasets/biomechanics/annotations/sample_000035.npy,datasets/biomechanics/annotations/sample_000035.json,,,,,,,,,,,,
36,squat,excellent,93.0395628285192,30,,,133.25474568540486,36.869658639613895,132.4141732213775,36.73625831816638,79.64968963879296,9.029883966103437,-0.25639713560297683,2.1395949573946975,44.93051381457115,2.273688402878646,datasets/biomechanics/annotations/sample_000036.npy,datasets/biomechanics/annotations/sample_000036.json,,,,,,,,,,,,
37,squat,excellent,92.70850908026772,30,,,133.16894692421204,36.25103336265205,131.8816940475046,36.932092344849124,79.92095238108689,7.982380094741759,-0.476168364086923,1.6358184178407247,44.970021868359,1.630961903025001,datasets/biomechanics/annotations/sample_000037.npy,datasets/biomechanics/annotations/sample_000037.json,,,,,,,,,,,,
38,squat,excellent,99.84822187496692,30,,,132.43908359878623,36.87183342445508,133.0536528226213,37.6702956463991,78.80586441638313,8.288898338328387,-0.4194080282965101,2.100934199780831,44.55167457625849,1.9827832689371956,datasets/biomechanics/annotations/sample_000038.npy,datasets/biomechanics/annotations/sample_000038.json,,,,,,,,,,,,
39,squat,excellent,95.85423848558824,30,,,132.39416529385346,37.28030511158575,132.02578780862538,37.11244344807921,80.01279992210884,8.191702206010417,-0.6871360256146877,1.993638443672817,45.41360021355219,2.1265389779652097,datasets/biomechanics/annotations/sample_000039.npy,datasets/biomechanics/annotations/sample_000039.json,,,,,,,,,,,,
40,squat,excellent,94.05652902724381,30,,,131.76598834377566,37.4613034595132,132.41439507012205,36.76551183651142,79.18298010585836,8.839510705857414,0.9582876474455777,2.0039972366193934,44.90066849033096,2.2472220539397316,datasets/biomechanics/annotations/sample_000040.npy,datasets/biomechanics/annotations/sample_000040.json,,,,,,,,,,,,
41,squat,excellent,94.05650509680027,30,,,132.28463325623957,37.67945264510187,133.38689089523646,37.3062393405293,80.08512046835011,9.216687845356434,-0.12832257408590453,1.8098177902156996,44.426855734872596,2.215977396588917,datasets/biomechanics/annotations/sample_000041.npy,datasets/biomechanics/annotations/sample_000041.json,,,,,,,,,,,,
42,squat,excellent,91.19535209059588,30,,,132.50488336486714,36.516932368012206,132.8096109892429,36.622882451372966,79.4424073319867,9.042273646522666,0.23440360665806403,1.8213651275828961,44.696824844609715,1.5008523431783072,datasets/biomechanics/annotations/sample_000042.npy,datasets/biomechanics/annotations/sample_000042.json,,,,,,,,,,,,
43,squat,excellent,90.01663880887313,30,,,132.5626140521541,37.95293078976071,132.49456798695851,36.84637773382254,79.19948185835115,8.276160489129055,0.5156034610549697,2.1085220609097974,45.109776554797016,1.3220473182918493,datasets/biomechanics/annotations/sample_000043.npy,datasets/biomechanics/annotations/sample_000043.json,,,,,,,,,,,,
44,squat,excellent,91.12889944881644,30,,,132.09805209794425,37.09607283163931,132.21454566733897,37.53593292546773,79.78267684528929,7.911242370776388,0.42368720995919484,1.6818925085744965,45.50008928216399,1.5570577927213576,datasets/biomechanics/annotations/sample_000044.npy,datasets/biomechanics/annotations/sample_000044.json,,,,,,,,,,,,
45,squat,excellent,90.05042748656523,30,,,132.4745062952166,37.27137181255774,132.64939064369588,36.900117825488046,79.32787576586405,7.819072689986729,-0.3503267315523721,2.1230658613423454,44.8715345531068,2.0664152360842065,datasets/biomechanics/annotations/sample_000045.npy,datasets/biomechanics/annotations/sample_000045.json,,,,,,,,,,,,
46,squat,excellent,93.94730148702871,30,,,131.97444945487985,36.95698125102827,132.7049691491043,37.1633954358192,79.34571807979047,8.779084300383898,0.377823512670223,1.728045970602649,44.54661046660367,1.7926345372338683,datasets/biomechanics/annotations/sample_000046.npy,datasets/biomechanics/annotations/sample_000046.json,,,,,,,,,,,,
47,squat,excellent,92.01008485036354,30,,,132.6401608133316,38.12101483468101,133.1664185163578,36.76207559322014,79.30172841824879,8.86144801396862,0.5099959544545346,1.7948077541632084,44.94147026749222,1.7569742853143986,datasets/biomechanics/annotations/sample_000047.npy,datasets/biomechanics/annotations/sample_000047.json,,,,,,,,,,,,
48,squat,excellent,97.04487112458071,30,,,132.4758542231154,37.022384803310615,132.43674642674347,36.17765523216543,79.25651854919526,8.135130393462683,0.25246836455425287,1.814160893638918,44.96164259374935,1.9590646583220046,datasets/biomechanics/annotations/sample_000048.npy,datasets/biomechanics/annotations/sample_000048.json,,,,,,,,,,,,
49,squat,excellent,90.85841739336558,30,,,132.32893580067588,36.82554331989423,132.48826909397582,36.79855692446037,79.43779916729471,8.428784069373188,-0.702128543722576,1.8452628032130083,44.32144451735516,1.5767770524521187,datasets/biomechanics/annotations/sample_000049.npy,datasets/biomechanics/annotations/sample_000049.json,,,,,,,,,,,,
50,squat,good,88.41603030365091,30,,,132.46669640149597,37.231658813559086,132.49007441804147,36.873289467652114,79.16205646046777,8.029446533236424,2.531512201953964,2.360442924178693,44.550850507596174,1.922386186565389,datasets/biomechanics/annotations/sample_000050.npy,datasets/biomechanics/annotations/sample_000050.json,,,,,,,,,,,,
51,squat,good,85.77761911872514,30,,,132.19949797432898,36.86060097168261,132.48458468957546,36.54997579975662,79.80811779101963,8.463583508717203,2.466324280046095,2.482602694387726,44.58856535237397,1.8647423176645272,datasets/biomechanics/annotations/sample_000051.npy,datasets/biomechanics/annotations/sample_000051.json,,,,,,,,,,,,
52,squat,good,87.43267181377699,30,,,132.04792805841817,36.61210688185652,132.066560731958,37.59062002674307,79.4901057549706,8.122813577041615,2.1842352778565957,2.292649275093279,44.90696987585659,1.292877433271383,datasets/biomechanics/annotations/sample_000052.npy,datasets/biomechanics/annotations/sample_000052.json,,,,,,,,,,,,
53,squat,good,76.57925442337975,30,,,132.51440794751466,36.745609588956896,132.9678253424828,37.54967050445046,78.74592551312631,8.209877544123765,2.6747587267719855,2.730598333893376,45.349942829673196,1.977140075183055,datasets/biomechanics/annotations/sample_000053.npy,datasets/biomechanics/annotations/sample_000053.json,,,,,,,,,,,,
54,squat,good,88.47255952682845,30,,,131.99144703901595,37.78474395917939,132.47475328313732,36.90381347221235,79.50310896360209,8.182555300833128,2.2715039894185574,2.837077802177393,44.48677791148204,2.0081681012707633,datasets/biomechanics/annotations/sample_000054.npy,datasets/biomechanics/annotations/sample_000054.json,,,,,,,,,,,,
55,squat,good,88.12099862963568,30,,,132.1418592811989,37.05003085652995,132.60962789795343,37.57950393257898,79.77586801175649,7.728548440882127,2.8546628371725373,2.7474605133793073,45.26295893365939,1.6663145011107225,datasets/biomechanics/annotations/sample_000055.npy,datasets/biomechanics/annotations/sample_000055.json,,,,,,,,,,,,
56,squat,good,75.74142676737634,30,,,132.40931101180587,36.349036790702364,131.92298106843685,37.68750551440523,79.7542627075493,8.582286796744759,2.11331257613273,2.0539909722613836,45.142299285852864,1.6645951854619214,datasets/biomechanics/annotations/sample_000056.npy,datasets/biomechanics/annotations/sample_000056.json,,,,,,,,,,,,
57,squat,good,88.44534514850606,30,,,132.47005837714434,36.664860961526536,132.36291491581977,36.97257394630596,79.43866878230871,8.371498334949273,2.9764075668395478,2.069032694082689,44.80252322353001,1.7560513107882625,datasets/biomechanics/annotations/sample_000057.npy,datasets/biomechanics/annotations/sample_000057.json,,,,,,,,,,,,
58,squat,good,79.29450460710154,30,,,132.3333246461976,36.92117617455018,132.77324748123297,36.78847071074705,79.51723639470315,8.2029301873236,2.3314677367515784,2.790038999408515,44.7556270881393,2.2750609534287864,datasets/biomechanics/annotations/sample_000058.npy,datasets/biomechanics/annotations/sample_000058.json,,,,,,,,,,,,
59,squat,good,85.46856529693846,30,,,132.4759035951519,36.91465587053229,132.9356457140409,36.508967765859886,79.87231707893719,8.354937670934007,2.7540198135120315,2.211456831973257,44.89972736976401,1.820246032230465,datasets/biomechanics/annotations/sample_000059.npy,datasets/biomechanics/annotations/sample_000059.json,,,,,,,,,,,,
60,squat,good,87.46757006374527,30,,,132.87754549574257,36.99605551344688,132.5099238699021,36.62030810668958,79.93921767150071,8.178316278523065,2.0491632688543744,2.3973233240766647,44.797122867616615,2.3654682738732142,datasets/biomechanics/annotations/sample_000060.npy,datasets/biomechanics/annotations/sample_000060.json,,,,,,,,,,,,
61,squat,good,84.75258747350877,30,,,132.05508314739512,36.44232055981898,132.58352516631578,36.82061667542363,78.66300117552599,9.11038283221651,2.067196768482431,2.640807874018825,44.38141646214838,1.9821294712782829,datasets/biomechanics/annotations/sample_000061.npy,datasets/biomechanics/annotations/sample_000061.json,,,,,,,,,,,,
62,squat,good,80.5828962038317,30,,,132.20725427569442,37.17837738400341,132.45439257505575,37.69764615534324,79.38015530466744,8.349497024851189,3.814963367111167,2.052592112914063,45.13456767643707,1.807550685814539,datasets/biomechanics/annotations/sample_000062.npy,datasets/biomechanics/annotations/sample_000062.json,,,,,,,,,,,,
63,squat,good,84.49912056111522,30,,,132.5592106241106,36.909258188746875,132.25167360332605,37.385671516115664,78.86139492385273,8.052020606242897,2.343127659208191,2.8696351206065915,44.47327237428464,2.508238236935787,datasets/biomechanics/annotations/sample_000063.npy,datasets/biomechanics/annotations/sample_000063.json,,,,,,,,,,,,
64,squat,good,81.89604377563694,30,,,132.1330034698943,37.00995437091699,132.4865017979251,36.96276850105984,79.29286025337235,8.228564942757702,3.022504415187731,2.6980200701627464,45.05542309727981,2.1052578895270417,datasets/biomechanics/annotations/sample_000064.npy,datasets/biomechanics/annotations/sample_000064.json,,,,,,,,,,,,
65,squat,good,81.55800871134183,30,,,131.58651345135027,37.068420255101216,132.18388701726195,37.1803128331965,79.19558799704669,8.593004191610934,2.6569729130603443,3.0172231809389674,44.99768261240332,1.8161407575716089,datasets/biomechanics/annotations/sample_000065.npy,datasets/biomechanics/annotations/sample_000065.json,,,,,,,,,,,,
66,squat,good,81.43763680861588,30,,,132.80932646343024,36.832288660716856,133.24625328679733,37.60611917198759,79.56658058859853,9.001169449919212,2.2218160769799074,2.3432908430685266,44.663009154312846,2.016676453866285,datasets/biomechanics/annotations/sample_000066.npy,datasets/biomechanics/annotations/sample_000066.json,,,,,,,,,,,,
67,squat,good,80.97175416175864,30,,,132.48597660620865,37.12934940659232,132.45997246345684,36.94507166997311,79.1760153412833,8.687005397899899,2.933542038189923,2.6135547946322717,44.83329202673698,1.7218965579413104,datasets/biomechanics/annotations/sample_000067.npy,datasets/biomechanics/annotations/sample_000067.json,,,,,,,,,,,,
68,squat,good,83.35530285377311,30,,,132.68217033136912,37.071496546834744,132.66113889793493,37.27510939772837,79.21448814194109,8.700812667017232,2.9256650047883923,2.5012121478978275,44.9340858336775,2.08136342558114,datasets/biomechanics/annotations/sample_000068.npy,datasets/biomechanics/annotations/sample_000068.json,,,,,,,,,,,,
69,squat,good,78.51639844327045,30,,,132.60330683219203,36.30641508807589,132.58739227023648,37.62581959904536,79.46445387676513,8.74148238496101,2.4529069617493113,2.4202090937508762,44.93502966511732,1.8244550697606157,datasets/biomechanics/annotations/sample_000069.npy,datasets/biomechanics/annotations/sample_000069.json,,,,,,,,,,,,
70,squat,good,87.33585068996881,30,,,132.5627184481013,36.696163570163264,132.0049863587036,37.03158636093319,79.35006591195454,8.008901445742822,2.6413489792423306,1.9222294583786361,45.09670407664574,1.8923034970998684,datasets/biomechanics/annotations/sample_000070.npy,datasets/biomechanics/annotations/sample_000070.json,,,,,,,,,,,,
71,squat,good,88.57347022740042,30,,,132.35114464117288,37.21014189141302,133.16126326148103,36.70847551584123,78.72796327156388,8.79081498143949,2.1379978971466516,2.225288755457763,45.16405021637799,2.0554516578536552,datasets/biomechanics/annotations/sample_000071.npy,datasets/biomechanics/annotations/sample_000071.json,,,,,,,,,,,,
72,squat,good,82.89554333996217,30,,,132.57643464836468,37.224292695749,132.38699386776662,36.86089675761544,79.8664429382075,7.8073992997783,2.3508635292338154,2.71937855481534,44.76827007669013,1.772664109553699,datasets/biomechanics/annotations/sample_000072.npy,datasets/biomechanics/annotations/sample_000072.json,,,,,,,,,,,,
73,squat,good,83.9800492618205,30,,,132.0627541199457,38.00551727728883,131.74012784131412,37.396017444816465,79.75060805677045,8.097391511614736,2.5778800146825223,2.3587464892772085,44.76141393198524,1.9763867605320127,datasets/biomechanics/annotations/sample_000073.npy,datasets/biomechanics/annotations/sample_000073.json,,,,,,,,,,,,
74,squat,good,86.5660908993109,30,,,132.40196664571943,37.29011601393772,132.27853299212578,37.145345355017014,78.76680071892035,8.133185206101905,3.412598079317397,1.803668248851853,45.191784374025374,2.1346498423505995,datasets/biomechanics/annotations/sample_000074.npy,datasets/biomechanics/annotations/sample_000074.json,,,,,,,,,,,,
75,squat,good,78.01589743141047,30,,,132.4694421037917,37.01283007274194,132.47574297122193,36.822932596462465,79.62160315071564,8.435902711988467,2.9797530897336846,1.9257696698921398,44.89684537641311,1.8183272899314897,datasets/biomechanics/annotations/sample_000075.npy,datasets/biomechanics/annotations/sample_000075.json,,,,,,,,,,,,
76,squat,good,79.96073257386024,30,,,133.22706113599332,36.75978872855041,132.58076134474533,37.3119850006021,79.20705282083496,8.461681115531498,1.7263505578824758,2.323269662745303,45.205326553020974,1.9183346315487693,datasets/biomechanics/annotations/sample_000076.npy,datasets/biomechanics/annotations/sample_000076.json,,,,,,,,,,,,
77,squat,good,79.8311858795711,30,,,131.7424975012749,37.36287996828963,132.39922919007708,36.81781498930251,78.63119363613204,9.149103959666244,2.4712066944235613,2.105721860295958,44.86598566487846,2.0128323563732065,datasets/biomechanics/annotations/sample_000077.npy,datasets/biomechanics/annotations/sample_000077.json,,,,,,,,,,,,
78,squat,good,83.68046252304961,30,,,132.50101170536803,37.16850065854259,133.0073354404124,37.25964728456975,79.87078393543511,7.592510229282845,2.5811496965861536,2.7390023347008587,45.08576999857061,1.5701280328130311,datasets/biomechanics/annotations/sample_000078.npy,datasets/biomechanics/annotations/sample_000078.json,,,,,,,,,,,,
79,squat,good,77.68504516480091,30,,,132.71920918407966,36.73121588549383,132.3482211643174,36.650613452240236,79.06438126855356,8.817142453957217,2.710664099823664,2.3843437303439994,45.20796583612902,2.117223848919204,datasets/biomechanics/annotations/sample_000079.npy,datasets/biomechanics/annotations/sample_000079.json,,,,,,,,,,,,
80,squat,good,77.71298916198025,30,,,132.05077740199192,37.220669338034476,132.71116741253823,37.71389630044685,79.15945374623915,8.508630434160274,2.516762505420232,2.721517991929454,45.32129388710074,1.9455574309115695,datasets/biomechanics/annotations/sample_000080.npy,datasets/biomechanics/annotations/sample_000080.json,,,,,,,,,,,,
81,squat,good,80.48261437410221,30,,,131.94486811187343,37.39868835006117,132.3974357626364,36.97063210123757,79.64986374532718,8.454150316619478,2.245706733585882,2.4957298734224156,44.880065256073216,1.7617501164958913,datasets/biomechanics/annotations/sample_000081.npy,datasets/biomechanics/annotations/sample_000081.json,,,,,,,,,,,,
82,squat,good,82.77409874549147,30,,,132.65235236464707,37.180955265401444,132.6559813566952,36.30216617138879,78.83061848140642,7.827839856193925,3.240879342119476,2.4380362214252354,45.30025325431825,1.8656025182957274,datasets/biomechanics/annotations/sample_000082.npy,datasets/biomechanics/annotations/sample_000082.json,,,,,,,,,,,,
83,squat,good,82.37868923633238,30,,,132.5343931287195,37.174674572412876,132.1379932271309,36.654464707224044,79.5045948876345,8.026692706001336,2.3155915759648,2.497455080635091,45.288194259450634,1.7621179900685198,datasets/biomechanics/annotations/sample_000083.npy,datasets/biomechanics/annotations/sample_000083.json,,,,,,,,,,,,
